,open,high,low,close,vwap,volume,count
1571875200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1571961600,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1572048000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1572134400,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1572220800,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1572220800,0.0,1800.25,0.0,1506.08,1535.89,6.39272593,47.0
1572393600,1506.08,1989.0,1489.77,1513.2,1533.69,12.20148174,97.0
1572480000,1513.2,1599.97,1507.19,1530.09,1526.92,16.08895472,80.0
1572566400,1530.09,1534.31,1512.0,1532.93,1529.26,14.16813691,252.0
1572652800,1532.93,1541.34,1516.0,1516.0,1533.23,4.32060204,88.0
1572739200,1516.0,1540.0,1516.0,1540.0,1538.38,0.97154701,32.0
1572825600,1540.0,1540.0,1516.0,1516.0,1517.82,18.27269741,46.0
1572912000,1516.0,1524.62,1482.83,1485.38,1510.12,23.91094139,188.0
1572998400,1485.38,1504.53,1485.38,1485.93,1497.28,4.35793994,34.0
1573084800,1485.93,1497.65,1472.42,1475.4,1473.9,7.45380338,20.0
1573171200,1475.4,1477.83,1459.04,1466.01,1470.93,0.74818744,13.0
1573257600,1466.01,1468.08,1466.01,1468.08,1468.08,0.1009037,1.0
1573344000,1468.08,1468.08,1454.51,1468.08,1462.48,19.25182126,1372.0
1573430400,1468.08,1468.08,1457.71,1463.73,1461.46,0.24476575,7.0
